,Stage Name Stage Name,Full Name Full Name,Date of Birth Date of Birth,Group Group,Country Country,Height,Weight,Birthplace Birthplace,Gender,geo_data
7,Seohyun,Seo Joohyun,6/28/1991,SNSD,South Korea,168,48,Seoul,F,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
561,Sulli†,Choi Jinri,3/29/1994,,South Korea,0,0,Busan,F,"{'place_id': 298433667, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2396450, 'boundingbox': ['34.7252504', '35.3892236', '128.7568072', '129.4889527'], 'lat': '35.1799528', 'lon': '129.0752365', 'display_name': '부산, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6219864096410083, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1006,Beomgyu,Choi Beomgyu,3/13/2001,TXT,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
302,Doojoon,Yoon Doojoon,7/4/1989,Highlight,South Korea,177,66,Goyang,M,"{'place_id': 298436469, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2409166, 'boundingbox': ['37.5717872', '37.7485126', '126.6703901', '126.9942694'], 'lat': '37.6581862', 'lon': '126.8319452', 'display_name': '고양시, 경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5318426824094789, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
946,Nako,Yabuki Nako,6/18/2001,IZ*ONE,Japan,0,0,Tokyo,F,"{'place_id': 298316729, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1543125, 'boundingbox': ['20.2145811', '35.8984245', '135.8536855', '154.205541'], 'lat': '35.6840574', 'lon': '139.7744912', 'display_name': '東京都, 日本', 'class': 'boundary', 'type': 'administrative', 'importance': 0.7593311914925306, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
352,Jeonghan,Yoon Jeonghan,10/4/1995,Seventeen,South Korea,175,54,Seoul,M,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1098,Subin,Oh Subin,9/30/1998,Hashtag,South Korea,172,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1452,Jahan,Im Jihun,8/1/2002,Kingdom,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
313,V,Kim Taehyung,12/30/1995,BTS,South Korea,179,62,Daegu,M,"{'place_id': 298434923, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2395674, 'boundingbox': ['35.6067585', '36.3271116', '128.3511837', '128.8994336'], 'lat': '35.8713', 'lon': '128.6018', 'display_name': '대구, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6068760882482109, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1028,Seoyeon,Kim Minju,11/26/1995,Favorite,South Korea,0,0,Gwacheon,F,"{'place_id': 298436145, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2409169, 'boundingbox': ['37.4006016', '37.4676896', '126.9609252', '127.0475326'], 'lat': '37.4289037', 'lon': '126.9881655', 'display_name': '과천시, 경기도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.47604893975518764, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
748,Manny,Syo Dongchun,11/17/2001,VARSITY,China,170,64,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
924,Minju,Kang Minjoo,3/11/2001,GWSN,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
835,Giseok,Jun Giseok,5/2/1997,IM,South Korea,180,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
707,Jangjun,Lee Jangjun,3/3/1997,Golden Child,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
524,Sungjin,Park Sungjin,1/16/1993,DAY6,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
170,Heeo,Gwak Heeoh,5/2/1994,4TEN,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
112,IU,Lee Jieun,5/16/1993,,South Korea,162,0,Seoul,F,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1476,TAG,Yeom Taekyun,9/30/2002,Ciipher,South Korea,176,54,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1528,Yoona,Ogura Yuuna,10/13/2000,bugAboo,Japan,0,0,Sapporo,F,"{'place_id': 345560587, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 4085749, 'boundingbox': ['42.780706', '43.189994', '140.990503', '141.505422'], 'lat': '43.061936', 'lon': '141.3542924', 'display_name': '札幌市, 石狩振興局, 北海道, 日本', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6353346635865583, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
8,Jessica,Jessica Jung,4/18/1989,,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
225,Henny,Kang Gayoung,12/1/1994,,South Korea,168,50,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1032,Dohee,Yoon Dohee,9/24/1999,,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
729,Ari,Hwang Nayoon,3/30/1999,RedSquare,South Korea,0,0,Seoul,F,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
297,B-Bomb,Lee Minhyuk,12/14/1990,Block B,South Korea,178,60,Seoul,M,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
296,Taeil,Lee Taeil,9/24/1990,Block B,South Korea,167,57,Seoul,M,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
941,Hyewon,Kang Hyewon,7/5/1999,IZ*ONE,South Korea,0,0,Yangsan,F,"{'place_id': 299057983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 7224487, 'boundingbox': ['35.2735115', '35.5318251', '128.8725397', '129.2193882'], 'lat': '35.3349979', 'lon': '129.0370582', 'display_name': '양산시, 경상남도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.4558916904144779, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
650,Seongwu,Ong Seunwu,8/25/1995,Wanna One,South Korea,0,0,Incheon,M,"{'place_id': 298417151, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297419, 'boundingbox': ['36.8544193', '38.05', '124.3727348', '126.7936261'], 'lat': '37.456', 'lon': '126.7052', 'display_name': '인천, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.612837397098265, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
604,Jiae,Kim Jiae,10/31/1995,Wassup,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
438,Huihyeon,Ki Huihyeon,6/16/1995,DIA,South Korea,167,46,Namwon,F,"{'place_id': 299306067, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 7621810, 'boundingbox': ['35.3032768', '35.5590434', '127.1840022', '127.6732366'], 'lat': '35.4163118', 'lon': '127.3903713', 'display_name': '남원시, 전라북도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.4522732243552427, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
767,Gohn,Kim Dongsung,8/1/1992,,South Korea,0,0,Seoul,M,"{'place_id': 358758805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2297418, 'boundingbox': ['37.4285424', '37.7014794', '126.7644328', '127.1837702'], 'lat': '37.5666791', 'lon': '126.9782914', 'display_name': '서울, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6297939847554467, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
551,Johyun,Shin Jiwon,4/14/1996,Berry Good,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
160,Yein,Ahn Yein,5/4/1995,MELODYDAY,South Korea,168,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1213,Loha,Kang Yejin,12/27/2001,Nature,South Korea,171,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
419,Handong,Han Dong,3/26/1996,Dreamcatcher,China,0,0,Wuhan,F,"{'place_id': 298528356, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3076268, 'boundingbox': ['29.9719559', '31.362241', '113.696653', '115.076933'], 'lat': '30.5951051', 'lon': '114.2999353', 'display_name': '武汉市, 湖北省, 中国', 'class': 'boundary', 'type': 'administrative', 'importance': 0.50001, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
746,Arthur,Jang Yunho,4/15/2000,Kingdom,South Korea,176,57,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1480,Douhyun,Yoo Douhyun,12/25/2000,Mirae,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1522,Chowon,Kim Chowon,8/18/2005,ICHILLIN',South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
1396,Yuuri,Tokunaga Yuuri,5/16/2001,LUNARSOLAR,Japan,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
57,Fei,Wang FeiFei,4/27/1987,miss A,China,165,0,Haikou,F,"{'place_id': 298486166, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2784613, 'boundingbox': ['19.5259404', '20.1321729', '110.1030823', '110.7080691'], 'lat': '20.0462328', 'lon': '110.1956502', 'display_name': '海口市, 海南省, 中国', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5292545964617829, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1537,Siyoon,Kim Siyoon,2/16/2005,Billlie,South Korea,168,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
195,Dayoung,Kim Dayoung,2/2/1991,Blady,South Korea,0,0,Jeonju,F,"{'place_id': 299114415, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 7619919, 'boundingbox': ['35.7284791', '35.9013223', '126.9961917', '127.2343718'], 'lat': '35.8237631', 'lon': '127.1472805', 'display_name': '전주시, 전라북도, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.524240874741239, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
1432,Soeun,Bang Soeun,12/10/2005,TRI.BE,South Korea,0,0,,F,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
72,Seunghee,Oh Seunghee,10/10/1995,CLC,South Korea,163,0,Gwangju,F,"{'place_id': 359065906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2399220, 'boundingbox': ['35.052416', '35.2588841', '126.6444458', '127.0232992'], 'lat': '35.1594647', 'lon': '126.8515034', 'display_name': '광주, 대한민국', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5760598705689788, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}"
168,Lisa,Pranpriya Manoban,3/27/1997,BLACKPINK,Thailand,170,46,Bangkok,F,"{'place_id': 14928701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1628207792, 'boundingbox': ['13.5924938', '13.9124938', '100.3335089', '100.6535089'], 'lat': '13.7524938', 'lon': '100.4935089', 'display_name': 'กรุงเทพมหานคร, 10200, ประเทศไทย', 'class': 'place', 'type': 'city', 'importance': 0.6662406749055579, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_city.p.20.png'}"
1282,Kyungho,Jang Kyungho,5/7/2001,TOO,South Korea,0,0,,M,"{'place_id': 227777, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 64776641, 'boundingbox': ['46.2944754', '46.3344754', '11.0280288', '11.0680288'], 'lat': '46.3144754', 'lon': '11.0480288', 'display_name': ""Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia"", 'class': 'place', 'type': 'village', 'importance': 0.5936362638580924, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png'}"
